image_path,true_label,load_stage,width,height,file_size_kb,blur_score,brightness,edge_density,fast_correct,fast_confidence,fast_latency_ms,fast_utility,balanced_correct,balanced_confidence,balanced_latency_ms,balanced_utility,heavy_correct,heavy_confidence,heavy_latency_ms,heavy_utility,best_tier
data\test\Tomato__Rotten\rottenTomato (52).jpg,Tomato__Rotten,burst,265,190,5.78,844.65,200.79,0.0659,0,0.4976,1083.35,-0.5055,1,0.9222,2552.4,0.0159,1,0.9715,1605.56,0.1683,heavy
data\test\Apple__Rotten\rotated_by_60_Screen Shot 2018-06-07 at 2.17.15 PM.png,Apple__Rotten,burst,370,338,120.02,508.62,149.8,0.0207,1,0.9428,1414.33,0.384,1,1.0,1365.89,0.26,1,1.0,2090.3,0.0065,fast
data\test\Grape__Rotten\RottenGrape (50).jpg,Grape__Rotten,light,1174,1258,144.97,14.32,137.18,0.0036,1,0.8745,159.75,0.8027,1,1.0,66.14,0.6938,1,0.9999,80.67,0.6772,fast
data\test\Apple__Healthy\translation_Screen Shot 2018-06-08 at 5.34.07 PM.png,Apple__Healthy,light,410,362,131.26,641.7,163.6,0.0155,1,0.9871,16.13,0.8506,1,1.0,54.73,0.6976,1,0.9999,79.14,0.6777,fast
data\test\Mango__Rotten\401.jpg,Mango__Rotten,burst,224,224,4.32,116.51,136.42,0.0287,1,0.9931,81.62,0.8288,1,1.0,249.44,0.6326,1,0.9997,2489.24,0.0041,fast
data\test\Apple__Rotten\translation_Screen Shot 2018-06-08 at 2.40.46 PM.png,Apple__Rotten,heavy,314,306,76.66,786.78,160.18,0.0179,1,0.9192,582.92,0.6615,1,0.9969,1067.04,0.3598,1,0.9968,3525.91,0.0041,fast
data\test\Strawberry__Rotten\669.jpg,Strawberry__Rotten,light,224,224,10.93,667.59,115.73,0.1219,1,0.994,164.25,0.8012,1,1.0,147.0,0.6668,1,1.0,169.14,0.6477,fast
data\test\Strawberry__Rotten\270.jpg,Strawberry__Rotten,light,224,224,2.84,51.41,141.33,0.0067,1,0.9362,13.94,0.8514,1,1.0,81.48,0.6887,1,1.0,183.69,0.6428,fast
data\test\Orange__Rotten\vertical_flip_Screen Shot 2018-06-12 at 11.25.11 PM.png,Orange__Rotten,burst,480,370,229.3,68.83,192.0,0.036,1,0.9998,1331.32,0.4117,1,1.0,1726.76,0.1396,1,0.9875,1440.7,0.2233,fast
data\test\Strawberry__Rotten\134.jpg,Strawberry__Rotten,heavy,224,224,2.87,34.01,133.66,0.0075,1,0.8462,741.32,0.6086,1,0.9997,1020.03,0.3755,1,0.9999,1109.35,0.3339,fast
data\test\Banana__Rotten\rottenBanana (448).jpg,Banana__Rotten,heavy,224,224,3.99,82.67,140.21,0.0218,1,0.6465,732.84,0.6114,1,1.0,1361.81,0.2614,1,1.0,923.42,0.396,fast
data\test\Orange__Healthy\freshOrange (250).png,Orange__Healthy,heavy,320,258,109.1,1157.23,131.32,0.0515,1,0.9345,685.24,0.6273,1,0.9999,1162.82,0.3278,1,1.0,581.64,0.51,fast
data\test\Mango__Rotten\222.jpg,Mango__Rotten,light,224,224,3.75,35.6,144.76,0.0123,1,0.9866,60.87,0.8357,1,1.0,70.38,0.6924,1,0.9999,61.41,0.6836,fast
data\test\Mango__Healthy\58.jpg,Mango__Healthy,heavy,224,224,3.33,21.94,70.85,0.0057,1,0.9599,819.64,0.5825,1,1.0,1143.16,0.3344,1,0.9999,1023.75,0.3625,fast
data\test\Orange__Healthy\vertical_flip_Screen Shot 2018-06-12 at 11.50.54 PM.png,Orange__Healthy,light,428,412,181.02,64.14,191.37,0.0175,1,0.9942,65.2,0.8343,1,1.0,108.47,0.6797,1,1.0,118.02,0.6647,fast
data\test\Banana__Rotten\saltandpepper_Screen Shot 2018-06-12 at 8.50.47 PM.png,Banana__Rotten,light,696,388,138.36,3310.79,203.85,0.0366,1,0.9988,8.98,0.853,1,1.0,25.89,0.7072,1,1.0,83.16,0.6764,fast
data\test\Strawberry__Healthy\558.jpg,Strawberry__Healthy,light,224,224,3.55,67.15,141.78,0.011,1,0.8984,58.92,0.8364,1,1.0,73.94,0.6912,1,1.0,97.72,0.6715,fast
data\test\Potato__Healthy\freshPotato (253).jpg,Potato__Healthy,light,100,100,4.48,1526.41,184.53,0.0437,1,0.9538,32.1,0.8453,1,1.0,104.16,0.6811,1,0.9999,24.44,0.696,fast
data\test\Strawberry__Rotten\920.jpg,Strawberry__Rotten,light,224,224,6.43,134.11,108.86,0.0234,1,0.7935,34.92,0.8444,1,1.0,70.0,0.6925,1,0.9976,58.9,0.6845,fast
data\test\Orange__Rotten\saltandpepper_Screen Shot 2018-06-12 at 11.21.29 PM.png,Orange__Rotten,heavy,490,410,204.14,2382.2,167.08,0.0557,0,0.7867,624.29,-0.3523,1,0.7501,1180.37,0.3219,1,0.9569,1005.95,0.3684,heavy
data\test\Bellpepper__Healthy\freshPepper (136).jpg,Bellpepper__Healthy,heavy,1024,768,124.04,84.03,98.18,0.0354,1,0.8388,520.06,0.6825,1,0.9902,1185.78,0.3201,1,0.9938,1251.81,0.2864,fast
data\test\Strawberry__Rotten\431.jpg,Strawberry__Rotten,light,224,224,3.59,109.73,145.81,0.0141,1,0.9756,42.7,0.8418,1,1.0,57.89,0.6965,1,1.0,133.62,0.6595,fast
data\test\Mango__Rotten\135.jpg,Mango__Rotten,light,224,224,4.3,323.15,118.79,0.0339,1,0.9969,50.9,0.839,1,1.0,122.07,0.6751,1,1.0,135.37,0.659,fast
data\test\Mango__Rotten\aspergillus_124.jpg,Mango__Rotten,light,224,224,7.66,630.66,131.81,0.0349,1,0.984,61.18,0.8356,1,1.0,73.71,0.6913,1,0.9999,120.99,0.6638,fast
data\test\Bellpepper__Healthy\freshPepper (102).jpg,Bellpepper__Healthy,light,1200,628,43.75,87.81,108.56,0.0278,1,0.9273,87.08,0.827,1,0.9865,300.59,0.6155,1,0.891,97.82,0.6715,fast
data\test\Apple__Rotten\rotated_by_15_Screen Shot 2018-06-07 at 2.38.28 PM.png,Apple__Rotten,heavy,200,208,40.87,762.23,181.81,0.0287,1,0.7899,643.68,0.6412,1,0.9986,1037.14,0.3697,1,0.9976,1265.81,0.2817,fast
data\test\Banana__Healthy\Banana__Healthy_augmented_341.jpg,Banana__Healthy,heavy,224,224,6.29,468.78,151.04,0.0307,1,0.9612,579.3,0.6627,1,0.9973,983.0,0.3878,1,0.9999,922.51,0.3963,fast
data\test\Guava__Rotten\RottenGuava (2).jpg,Guava__Rotten,burst,3459,2979,1420.83,77.85,148.37,0.008,1,0.8279,444.53,0.7077,1,1.0,991.19,0.3851,1,1.0,2488.05,0.0041,fast
data\test\Banana__Rotten\rotated_by_60_Screen Shot 2018-06-12 at 9.05.08 PM.png,Banana__Rotten,light,718,398,162.06,374.83,127.97,0.0302,1,1.0,22.88,0.8484,1,0.9999,107.59,0.68,1,1.0,22.92,0.6965,fast
data\test\Carrot__Healthy\freshCarrot (366).jpg,Carrot__Healthy,burst,100,100,3.53,1514.29,95.99,0.1888,1,0.9419,1077.53,0.4964,1,0.9882,1821.66,0.1079,1,0.9908,2582.17,0.0041,fast
data\test\Bellpepper__Healthy\freshPepper (106).jpg,Bellpepper__Healthy,light,450,299,17.42,69.17,194.91,0.0276,1,0.7104,93.21,0.8249,1,0.9955,82.69,0.6883,1,0.9821,67.8,0.6815,fast
data\test\Strawberry__Rotten\rottenStrawberry (563).jpg,Strawberry__Rotten,heavy,224,224,2.91,50.77,141.79,0.0066,1,0.941,643.19,0.6414,1,0.9996,1131.98,0.3381,1,1.0,1240.53,0.2901,fast
data\test\Cucumber__Healthy\freshCucumber (506).jpg,Cucumber__Healthy,burst,100,100,2.31,985.89,198.57,0.1159,1,0.7003,960.97,0.5353,1,1.0,1543.91,0.2006,1,0.9786,893.13,0.4061,fast
data\test\Strawberry__Rotten\302.jpg,Strawberry__Rotten,light,224,224,3.38,96.31,145.16,0.0139,1,0.9564,38.05,0.8433,1,1.0,63.66,0.6946,1,1.0,83.38,0.6763,fast
data\test\Banana__Rotten\rotated_by_60_Screen Shot 2018-06-12 at 9.09.05 PM.png,Banana__Rotten,light,376,226,46.86,652.11,143.46,0.02,1,0.9979,87.94,0.8267,1,1.0,68.52,0.693,1,1.0,197.45,0.6382,fast
data\test\Strawberry__Healthy\908.jpg,Strawberry__Healthy,burst,224,224,6.03,74.76,125.6,0.0206,1,0.7428,1959.16,0.2022,1,0.9995,2018.42,0.0423,1,1.0,1476.13,0.2115,heavy
data\test\Apple__Healthy\Screen Shot 2018-06-08 at 5.05.18 PM.png,Apple__Healthy,heavy,184,172,42.46,19.41,210.09,0.0163,1,0.9539,709.29,0.6193,1,0.9986,1194.97,0.3171,1,0.9985,1228.87,0.294,fast
data\test\Mango__Healthy\665.jpg,Mango__Healthy,light,224,224,9.13,246.87,124.65,0.0098,1,0.964,35.92,0.844,1,1.0,139.66,0.6693,1,1.0,159.35,0.651,fast
data\test\Mango__Rotten\202.jpg,Mango__Rotten,light,224,224,4.09,332.34,139.29,0.0323,1,0.6584,24.22,0.8479,1,0.9998,154.73,0.6642,1,0.9998,198.33,0.6379,fast
data\test\Orange__Rotten\rottenOrange (163).jpg,Orange__Rotten,heavy,2505,2213,819.71,47.77,140.66,0.0031,1,0.6184,316.77,0.7503,1,0.9996,1131.98,0.3381,1,0.9916,847.23,0.4214,fast
data\test\Mango__Healthy\989.jpg,Mango__Healthy,light,224,224,6.09,72.31,103.04,0.0138,1,0.9604,76.85,0.8304,1,1.0,122.08,0.6751,1,0.9999,23.67,0.6962,fast
data\test\Banana__Healthy\rotated_by_75_Screen Shot 2018-06-12 at 9.52.21 PM.png,Banana__Healthy,heavy,592,402,190.63,273.12,140.35,0.0163,1,0.999,596.35,0.657,1,1.0,626.13,0.5069,1,1.0,1114.32,0.3322,fast
data\test\Apple__Rotten\Screen Shot 2018-06-07 at 2.17.25 PM.png,Apple__Rotten,light,538,466,270.91,27.18,191.1,0.0131,1,0.9397,36.12,0.844,1,0.9996,92.3,0.6851,1,1.0,123.35,0.663,fast
data\test\Apple__Healthy\freshApple (597).png,Apple__Healthy,heavy,320,258,117.02,1406.95,109.33,0.0699,1,0.8901,610.36,0.6523,1,0.9982,1152.9,0.3311,1,0.9966,1114.31,0.3323,fast
data\test\Potato__Rotten\rottenPotato (420).jpg,Potato__Rotten,light,263,192,4.33,1336.21,209.46,0.0449,0,0.3715,59.58,-0.1639,1,0.9783,24.45,0.7077,1,0.9984,51.26,0.687,balanced
data\test\Potato__Rotten\rottenPotato (277).jpg,Potato__Rotten,heavy,275,183,7.33,784.12,122.75,0.1104,1,0.7233,732.66,0.6115,1,0.9999,542.97,0.5347,1,0.9991,1239.04,0.2906,fast
data\test\Apple__Healthy\rotated_by_15_Screen Shot 2018-06-08 at 5.11.52 PM.png,Apple__Healthy,heavy,374,410,137.65,368.61,146.25,0.0239,1,0.9969,691.17,0.6254,1,1.0,909.1,0.4125,1,1.0,905.95,0.4018,fast
data\test\Banana__Healthy\Banana__Healthy_augmented_128.jpg,Banana__Healthy,heavy,224,224,4.98,541.98,151.01,0.0223,1,0.984,739.22,0.6093,1,1.0,1158.19,0.3293,1,1.0,1239.57,0.2904,fast
data\test\Banana__Rotten\Screen Shot 2018-06-12 at 9.06.21 PM.png,Banana__Rotten,light,556,426,321.23,84.18,135.56,0.031,1,0.9955,31.88,0.8454,1,1.0,65.93,0.6939,1,1.0,65.43,0.6823,fast
data\test\Bellpepper__Healthy\freshPepper (370).jpg,Bellpepper__Healthy,burst,224,224,7.7,72.96,122.79,0.0183,1,0.9479,1015.56,0.5171,1,0.9987,2086.88,0.0194,1,0.9981,3134.77,0.0041,fast
data\test\Banana__Healthy\saltandpepper_Screen Shot 2018-06-12 at 9.41.30 PM.png,Banana__Healthy,light,460,398,120.56,3305.92,224.15,0.0374,1,0.9881,12.18,0.852,1,1.0,35.49,0.704,1,0.9999,59.37,0.6843,fast
data\test\Orange__Rotten\rotated_by_30_Screen Shot 2018-06-12 at 11.30.06 PM.png,Orange__Rotten,heavy,522,404,254.79,154.91,72.25,0.0857,1,0.987,194.74,0.791,1,0.9998,328.86,0.6061,1,0.9959,1033.07,0.3594,fast
data\test\Mango__Healthy\654.jpg,Mango__Healthy,burst,224,224,10.27,486.06,110.32,0.1435,1,0.9827,1289.09,0.4258,1,1.0,1578.26,0.1892,1,1.0,1616.66,0.1646,fast
data\test\Carrot__Rotten\rottenCarrot (1).jpg,Carrot__Rotten,light,275,183,8.25,363.61,104.83,0.1237,0,0.518,74.17,-0.1687,1,0.9712,48.49,0.6997,1,0.9995,146.57,0.6552,balanced
data\test\Carrot__Healthy\freshCarrot (578).jpg,Carrot__Healthy,heavy,224,224,18.82,1193.17,99.77,0.1394,1,0.9871,705.69,0.6205,1,1.0,1209.76,0.3121,1,0.9996,1114.31,0.3323,fast
data\test\Banana__Rotten\rottenBanana (523).jpg,Banana__Rotten,heavy,224,224,6.29,211.81,128.06,0.0277,1,0.7468,642.82,0.6415,1,1.0,1151.96,0.3314,1,0.9999,1144.97,0.322,fast
data\test\Orange__Healthy\vertical_flip_Screen Shot 2018-06-13 at 12.06.15 AM.png,Orange__Healthy,burst,272,258,75.51,81.58,181.47,0.0231,1,0.9941,1356.75,0.4032,1,1.0,810.58,0.4454,1,1.0,3136.65,0.0041,balanced
data\test\Banana__Healthy\rotated_by_30_Screen Shot 2018-06-12 at 9.59.07 PM.png,Banana__Healthy,light,236,140,28.91,1022.39,176.29,0.0338,1,0.8901,29.29,0.8462,1,0.8068,101.96,0.6818,1,1.0,79.46,0.6776,fast
data\test\Orange__Rotten\rotated_by_15_Screen Shot 2018-06-12 at 11.29.14 PM.png,Orange__Rotten,light,312,292,114.37,619.76,152.34,0.0834,1,0.819,89.9,0.826,1,1.0,25.35,0.7074,1,0.9998,72.62,0.6799,fast
data\test\Apple__Rotten\saltandpepper_Screen Shot 2018-06-07 at 3.05.46 PM.png,Apple__Rotten,heavy,406,370,167.8,2524.05,138.47,0.0455,1,0.532,643.68,0.6412,1,0.9981,1168.32,0.326,1,0.9994,998.91,0.3708,fast
data\test\Banana__Rotten\translation_Screen Shot 2018-06-12 at 8.58.57 PM.png,Banana__Rotten,light,358,314,69.56,699.5,165.3,0.0282,1,0.9221,16.96,0.8504,1,1.0,105.2,0.6808,1,0.9999,164.48,0.6492,fast
data\test\Strawberry__Healthy\861.jpg,Strawberry__Healthy,light,224,224,6.44,134.65,123.73,0.0212,1,0.9489,54.34,0.8379,1,0.9999,54.73,0.6976,1,0.9998,152.79,0.6531,fast
data\test\Banana__Rotten\rotated_by_15_Screen Shot 2018-06-12 at 8.51.56 PM.png,Banana__Rotten,heavy,550,390,124.5,370.34,187.87,0.0342,1,0.9642,623.22,0.648,1,1.0,1169.34,0.3256,1,1.0,837.15,0.4247,fast
data\test\Strawberry__Rotten\613.jpg,Strawberry__Rotten,heavy,224,224,11.55,853.3,116.84,0.1433,1,0.9978,1049.48,0.5058,1,1.0,1043.49,0.3676,1,1.0,1348.33,0.2542,fast
data\test\Jujube__Rotten\RottenJujube (186).jpg,Jujube__Rotten,heavy,519,716,45.35,4.87,164.04,0.0012,1,0.3132,580.03,0.6624,1,0.8879,1138.72,0.3358,1,0.9804,788.44,0.441,fast
data\test\Apple__Rotten\rottenApple (486).jpg,Apple__Rotten,heavy,100,100,6.07,2638.23,193.39,0.1656,0,0.2519,570.67,-0.3344,0,0.8837,1184.55,-0.6795,0,0.4509,430.01,-0.4394,fast
data\test\Strawberry__Healthy\freshStrawberry (216).jpg,Strawberry__Healthy,light,224,224,5.99,145.85,93.05,0.0115,1,0.975,40.47,0.8425,1,1.0,154.97,0.6641,1,1.0,116.62,0.6652,fast
data\test\Mango__Healthy\663.jpg,Mango__Healthy,light,224,224,9.58,284.68,117.91,0.0253,1,0.9677,24.27,0.8479,1,1.0,81.48,0.6887,1,1.0,60.19,0.684,fast
data\test\Apple__Rotten\saltandpepper_Screen Shot 2018-06-07 at 3.02.02 PM.png,Apple__Rotten,light,340,338,145.62,3272.15,186.68,0.0807,1,0.9538,62.5,0.8352,1,1.0,79.6,0.6893,1,0.9999,169.14,0.6477,fast
data\test\Orange__Healthy\rotated_by_45_Screen Shot 2018-06-13 at 12.09.49 AM.png,Orange__Healthy,light,536,406,158.6,450.33,161.74,0.0072,1,0.9132,62.75,0.8351,1,1.0,83.87,0.6879,1,0.9999,188.61,0.6412,fast
data\test\Apple__Healthy\rotated_by_30_Screen Shot 2018-06-08 at 5.26.19 PM.png,Apple__Healthy,burst,388,440,138.88,420.46,175.08,0.0112,1,0.994,2327.23,0.156,1,1.0,2595.48,0.0159,1,0.9998,1651.51,0.153,fast
data\test\Banana__Rotten\translation_Screen Shot 2018-06-12 at 8.49.15 PM.png,Banana__Rotten,light,708,436,170.63,487.15,198.06,0.0269,1,0.9569,43.65,0.8415,1,1.0,79.6,0.6893,1,1.0,117.61,0.6649,fast
data\test\Mango__Rotten\734.jpg,Mango__Rotten,light,224,224,6.43,75.55,102.29,0.03,1,0.9894,88.12,0.8266,1,1.0,41.33,0.7021,1,0.9998,46.96,0.6885,fast
data\test\Orange__Rotten\rottenOrange (341).jpg,Orange__Rotten,light,224,224,11.41,866.3,121.93,0.1734,1,0.9348,72.02,0.832,1,1.0,415.39,0.5772,1,0.9998,111.8,0.6668,fast
data\test\Apple__Healthy\freshApple (539).png,Apple__Healthy,burst,480,322,197.75,372.97,90.41,0.0511,1,0.9166,387.11,0.7268,1,0.9997,2554.03,0.0159,1,0.9994,1605.01,0.1685,fast
data\test\Tomato__Healthy\freshTomato (32).jpg,Tomato__Healthy,burst,224,224,9.09,279.16,109.97,0.0375,0,0.4342,1429.79,-0.6211,1,0.9998,2146.01,0.0159,1,0.9997,2584.26,0.0041,balanced
data\test\Orange__Healthy\vertical_flip_Screen Shot 2018-06-13 at 12.20.39 AM.png,Orange__Healthy,light,280,264,80.03,28.2,175.04,0.019,1,0.2778,18.89,0.8497,1,0.9994,94.58,0.6843,1,0.9981,24.02,0.6961,fast
data\test\Apple__Rotten\rotated_by_15_Screen Shot 2018-06-08 at 2.48.29 PM.png,Apple__Rotten,heavy,446,428,264.01,257.8,147.01,0.0258,0,0.7571,740.35,-0.3911,1,0.9994,932.36,0.4047,1,0.9996,504.68,0.5357,heavy
data\test\Banana__Rotten\rotated_by_75_Screen Shot 2018-06-12 at 8.50.20 PM.png,Banana__Rotten,heavy,576,414,126.48,304.84,143.79,0.0123,1,0.8716,667.05,0.6334,1,0.9999,849.9,0.4322,1,1.0,1265.29,0.2819,fast
data\test\Orange__Healthy\Screen Shot 2018-06-13 at 12.04.51 AM.png,Orange__Healthy,heavy,438,418,244.13,19.42,190.82,0.0096,1,0.9771,621.14,0.6487,1,1.0,932.36,0.4047,1,0.9999,1267.9,0.281,fast
data\test\Banana__Healthy\rotated_by_15_Screen Shot 2018-06-12 at 10.01.27 PM.png,Banana__Healthy,light,510,300,49.03,389.56,207.36,0.0142,1,0.9125,55.76,0.8374,1,1.0,72.7,0.6916,1,1.0,137.62,0.6582,fast
data\test\Tomato__Rotten\rottenTomato (189).jpg,Tomato__Rotten,burst,224,224,4.77,88.85,87.55,0.0251,0,0.582,960.94,-0.4647,1,0.9998,925.17,0.4071,1,0.9998,1930.26,0.0599,balanced
data\test\Bellpepper__Rotten\rottenPepper (422).jpg,Bellpepper__Rotten,light,260,280,11.55,1273.75,215.99,0.0427,0,0.3634,46.61,-0.1595,1,0.968,106.81,0.6802,1,0.955,51.03,0.6871,heavy
data\test\Banana__Rotten\rottenBanana (404).jpg,Banana__Rotten,light,224,224,4.95,54.25,87.5,0.0189,1,0.5231,27.44,0.8469,1,1.0,88.31,0.6864,1,0.9994,172.1,0.6467,fast
data\test\Banana__Healthy\freshBanana (49).jpg,Banana__Healthy,light,1017,1193,98.27,10.41,178.65,0.0036,1,0.5326,164.25,0.8012,1,1.0,44.21,0.7011,1,1.0,79.46,0.6776,fast
data\test\Strawberry__Rotten\162.jpg,Strawberry__Rotten,light,224,224,3.48,73.04,136.38,0.0157,1,0.9535,57.19,0.8369,1,1.0,113.59,0.678,1,0.9998,116.64,0.6652,fast
data\test\Mango__Rotten\rottenMango (395).jpg,Mango__Rotten,light,224,224,5.05,237.3,122.49,0.0405,1,0.9962,43.83,0.8414,1,1.0,133.58,0.6713,1,0.9997,32.05,0.6934,fast
data\test\Guava__Rotten\RottenGuava (31).jpg,Guava__Rotten,light,2695,3582,1183.92,15.9,147.78,0.0001,1,0.9015,19.71,0.8494,1,0.999,80.95,0.6888,1,0.9997,149.43,0.6543,fast
data\test\Apple__Rotten\vertical_flip_Screen Shot 2018-06-08 at 2.40.09 PM.png,Apple__Rotten,heavy,358,290,110.84,45.17,179.24,0.0236,1,0.8879,627.73,0.6465,1,0.9996,1302.49,0.2812,1,0.9986,1228.87,0.294,fast
data\test\Orange__Rotten\rotated_by_45_Screen Shot 2018-06-12 at 11.44.48 PM.png,Orange__Rotten,burst,366,306,142.23,161.8,123.13,0.0223,1,0.9979,1246.75,0.4399,1,1.0,673.98,0.4909,1,0.9973,2489.37,0.0041,balanced
data\test\Mango__Healthy\490.jpg,Mango__Healthy,light,224,224,10.4,440.26,110.99,0.1526,1,0.9839,87.94,0.8267,1,1.0,80.85,0.6889,1,1.0,52.1,0.6867,fast
data\test\Strawberry__Rotten\275.jpg,Strawberry__Rotten,heavy,224,224,3.7,109.09,142.71,0.0218,1,0.9812,643.19,0.6414,1,1.0,1301.49,0.2815,1,1.0,1239.57,0.2904,fast
data\test\Potato__Rotten\rottenPotato (26).jpg,Potato__Rotten,light,259,194,4.83,333.78,146.08,0.0526,1,0.6285,16.9,0.8504,1,1.0,144.63,0.6676,1,0.9969,53.32,0.6863,fast
data\test\Mango__Rotten\rottenMango (364).jpg,Mango__Rotten,heavy,224,224,4.61,266.69,109.98,0.0322,1,0.9933,659.02,0.6361,1,1.0,1197.43,0.3162,1,1.0,1068.28,0.3476,fast
data\test\Strawberry__Rotten\rottenStrawberry (57).jpg,Strawberry__Rotten,heavy,3120,2910,1425.07,91.19,160.76,0.0083,1,0.5725,798.09,0.5897,1,1.0,1079.16,0.3557,1,1.0,1047.29,0.3546,fast
data\test\Pomegranate__Rotten\RottenPomegranate (120).jpg,Pomegranate__Rotten,burst,4160,3120,2286.94,13.57,161.92,0.002,0,0.4393,1412.27,-0.6153,1,1.0,1691.86,0.1512,1,0.997,1650.47,0.1533,heavy
data\test\Carrot__Healthy\freshCarrot (284).jpg,Carrot__Healthy,heavy,224,224,12.9,229.82,93.07,0.0477,1,0.8994,475.16,0.6974,1,1.0,1042.45,0.368,1,1.0,1032.81,0.3595,fast
data\test\Apple__Rotten\rotated_by_15_Screen Shot 2018-06-07 at 2.34.49 PM.png,Apple__Rotten,light,286,270,62.49,538.22,182.58,0.0212,1,0.8706,33.46,0.8449,1,1.0,45.65,0.7006,1,1.0,25.88,0.6955,fast
data\test\Potato__Rotten\rottenPotato (553).jpg,Potato__Rotten,light,800,537,41.15,378.0,173.52,0.0487,1,0.4416,62.68,0.8351,1,0.9999,130.04,0.6725,1,0.9999,149.82,0.6541,fast
data\test\Carrot__Healthy\freshCarrot (26).jpg,Carrot__Healthy,light,224,224,13.75,169.1,95.93,0.0778,1,0.9626,61.6,0.8355,1,1.0,138.3,0.6697,1,0.9995,29.34,0.6943,fast
data\test\Strawberry__Healthy\936.jpg,Strawberry__Healthy,light,224,224,6.35,111.34,125.27,0.0236,1,0.8881,35.87,0.8441,1,1.0,21.13,0.7088,1,0.9992,71.96,0.6801,fast
data\test\Mango__Healthy\freshMango (110).jpg,Mango__Healthy,heavy,224,224,11.13,653.31,117.74,0.1887,1,0.9822,780.7,0.5955,1,1.0,1194.45,0.3172,1,1.0,1033.07,0.3594,fast
data\test\Potato__Rotten\rottenPotato (207).jpg,Potato__Rotten,burst,259,194,4.04,833.5,217.43,0.0509,1,0.5186,1429.92,0.3788,1,0.9998,1762.71,0.1276,1,0.9979,1755.82,0.1182,fast
data\test\Bellpepper__Rotten\rottenPepper (550).jpg,Bellpepper__Rotten,heavy,100,100,1.54,513.34,203.31,0.0634,0,0.2976,594.58,-0.3424,1,0.9986,987.03,0.3865,1,0.9608,1029.31,0.3606,balanced
data\test\Jujube__Healthy\FreshJujube (152).jpg,Jujube__Healthy,burst,4160,3120,2560.37,20.85,186.15,0.0002,1,0.8581,1164.49,0.4674,1,0.9999,426.73,0.5735,1,0.9999,1924.58,0.0618,balanced
data\test\Tomato__Rotten\rottenTomato (80).jpg,Tomato__Rotten,heavy,227,268,100.49,491.42,214.0,0.0926,1,0.5377,623.7,0.6479,1,0.9923,1051.71,0.3649,1,0.9975,1076.54,0.3449,fast
data\test\Banana__Healthy\rotated_by_45_Screen Shot 2018-06-12 at 9.39.33 PM.png,Banana__Healthy,heavy,632,430,184.31,393.65,164.67,0.0142,1,0.9994,684.17,0.6277,1,1.0,1118.43,0.3426,1,1.0,922.51,0.3963,fast
data\test\Banana__Rotten\rottenBanana (563).jpg,Banana__Rotten,heavy,224,224,8.47,219.95,122.5,0.0315,1,0.827,623.22,0.648,1,0.9999,1361.81,0.2614,1,1.0,1108.71,0.3341,fast
data\test\Potato__Healthy\freshPotato (168).jpg,Potato__Healthy,heavy,224,224,8.29,103.63,177.92,0.0221,1,0.876,560.3,0.669,1,0.9999,1294.83,0.2837,1,0.9999,1019.05,0.364,fast
data\test\Orange__Rotten\rotated_by_60_Screen Shot 2018-06-12 at 11.37.00 PM.png,Orange__Rotten,light,336,306,108.48,501.22,155.61,0.0149,1,0.7741,50.82,0.8391,1,1.0,80.71,0.6889,1,0.9998,117.67,0.6649,fast
data\test\Apple__Rotten\vertical_flip_Screen Shot 2018-06-08 at 2.34.05 PM.png,Apple__Rotten,burst,432,406,188.85,33.49,182.13,0.018,1,0.8221,1252.88,0.4379,1,0.9972,1818.73,0.1089,1,0.9999,2590.03,0.0041,fast
data\test\Guava__Healthy\FreshGuava (90).jpg,Guava__Healthy,burst,1224,1066,174.76,55.11,137.59,0.0114,1,0.9989,939.73,0.5424,1,1.0,2504.44,0.0159,1,1.0,832.85,0.4262,fast
data\test\Apple__Healthy\freshApple (442).png,Apple__Healthy,light,480,322,221.02,259.79,134.5,0.0629,1,0.9535,14.51,0.8512,1,1.0,31.88,0.7052,1,1.0,58.35,0.6847,fast
data\test\Apple__Healthy\freshApple (213).jpg,Apple__Healthy,light,366,400,90.44,58.46,170.62,0.017,1,0.4731,83.46,0.8282,1,1.0,87.74,0.6866,1,0.977,122.24,0.6633,fast
data\test\Mango__Healthy\415.jpg,Mango__Healthy,light,224,224,2.63,10.86,142.56,0.0056,1,0.9557,64.82,0.8344,1,1.0,169.43,0.6593,1,1.0,89.83,0.6742,fast
data\test\Apple__Rotten\rotated_by_75_Screen Shot 2018-06-08 at 2.26.44 PM.png,Apple__Rotten,heavy,402,426,189.12,377.35,145.61,0.0271,1,0.857,639.5,0.6426,1,0.9999,1207.88,0.3128,1,0.9876,1220.16,0.2969,fast
data\test\Mango__Rotten\314.jpg,Mango__Rotten,light,224,224,2.91,24.55,143.4,0.0138,1,0.7951,39.8,0.8427,1,1.0,124.71,0.6742,1,1.0,50.69,0.6872,fast
data\test\Orange__Rotten\rottenOrange (445).jpg,Orange__Rotten,burst,224,224,5.7,164.35,108.23,0.0301,1,0.9066,1696.78,0.2898,1,1.0,1894.68,0.0836,1,1.0,38.35,0.6913,heavy
data\test\Orange__Healthy\rotated_by_45_Screen Shot 2018-06-13 at 12.11.57 AM.png,Orange__Healthy,heavy,306,254,74.58,722.73,139.85,0.03,1,0.8813,732.66,0.6115,1,0.9995,1152.47,0.3313,1,0.9964,1227.86,0.2944,fast
